"day","2010","2011","2012","2013","2014","2015","2016","2017","2018"
345,0.91,1.57,1.29,1.49,1.96,1.44,1.23,1.63,1.5
346,0.01,1.54,1.29,0.64,2.07,1.18,0.62,1.26,1.91
347,-0.1,1.33,0.21,1.3,1.66,0.83,0.97,1.48,1.37
348,1.58,1.31,-0.01,1.39,0.91,1.5,1.9,1.03,1.38
349,1.47,1.93,-0.08,1.18,0.82,2.15,2.07,0.65,0.99
350,2.51,2.48,0.6,0.96,2.1,2.52,1.85,2.29,0.86
351,1.41,1.69,1.22,1.77,1.9,2.32,0.8,2.09,1.5
352,0.35,1.3,1.98,1.95,1.23,1.42,0.46,1.78,0.73
353,0.44,1.46,1.23,2.01,0.62,1.28,0.46,2.23,-0.08
354,0.69,0.99,0.39,1.45,1.47,0.3,0.57,2,-0.01
355,0.77,1.34,0.15,1.66,1.56,0.82,0.08,1.54,0.68
356,1.33,2.18,1.78,1.38,1.62,0.23,1.32,0.61,0.48
357,0.42,1.68,2.44,1.5,0.21,0.49,1.63,0.08,1.44
358,1.35,2.24,0.99,1.9,1.06,0.57,1,1.31,1.71
359,1.66,1.35,0.54,1.54,1.29,1.75,0.49,1.65,0.88
360,2,1.15,0.95,2.15,1.33,1.21,0.37,1.02,1.24
361,0.56,0.85,0,2.2,1.3,1.61,2.69,0.94,2.02
362,0.25,0.64,1.14,1.44,1.56,1.94,1.54,0.4,2.1
363,0.16,1.51,0.54,1.36,1.37,1.29,2,1.28,2.03
364,1.27,1.68,2.56,1.13,0.74,1.59,1.22,1.1,1.46
365,1.75,1.27,1.22,0.98,0.99,1.83,0.96,1.83,1.66
