"day","2010","2011","2012","2013","2014","2015","2016","2017","2018"
349,1.23,0.86,-0.11,1.25,-0.02,1.09,0.85,0.57,1.12
350,0.61,1.17,0.06,0.65,0.74,0.92,0.93,0.96,0.02
351,0.33,1.09,0.81,0.39,0.89,0.92,0.87,1.26,0.67
352,0.51,0.86,0.72,0.37,0.97,0.87,0.5,1.06,0.8
353,-0.08,1.13,0.77,0.55,0.09,1.24,0.45,1.39,0.38
354,0.22,0.5,0.64,0.93,0.75,0.36,0.85,1.2,0.06
355,-0.08,0.27,0.07,0.69,0.83,0.34,0.42,1.26,0.54
356,0.8,0.71,0.8,0.78,1.25,0.07,0.6,0.91,0.29
357,0.67,0.5,0.83,0.88,0.29,0.06,1.46,0.39,1.06
358,0.8,0.69,1.13,1.19,0.52,-0.03,1.2,0.64,1.34
359,0.86,0.99,0.59,0.78,0.93,0.64,0.85,1.29,0.69
360,0.22,1.06,1.06,0.63,1.17,0.56,0.28,1.06,0.34
361,0.22,0.7,0.34,0.71,0.91,0.48,1.28,1.24,1.02
362,0.19,0.15,0.69,0.65,0.33,1.09,0.9,0.6,1.6
363,0.36,0.7,0.61,0.7,0.38,1.01,1.21,0.88,1.42
364,0.34,1.11,0.65,0.53,0.55,0.81,1.11,0.81,1.38
365,0.71,0.52,0.42,0.4,0.6,1.18,0.84,0.92,1.14
